"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001836","release of cytochrome c from mitochondria","27/3774","54/18805",0.5,2.4913884472708,5.49930199103289,8.51421792421713e-07,6.13023690543633e-05,4.96018866365462e-05,"AKT1/TRIAP1/BCL2L11/PINK1/MOAP1/TIMM50/BAD/BAK1/IFI27L1/BMF/PARL/BCL2L2/FAM162A/LMNA/TP53/PPIF/TNFSF10/NOL3/BOK/BBC3/PYCARD/PLSCR3/BAX/BCL2L10/FZD9/IFI27/SFN",27
"GO:0042129","regulation of T cell proliferation","65/3774","184/18805",0.353260869565217,1.76022009861524,5.19252851872918,9.35454725493528e-07,6.6587368187403e-05,5.38781639144897e-05,"EFNB1/RPS3/PTPN6/DHPS/CD86/SYK/LGALS3/SLC4A2/HLA-E/GPNMB/NCK2/IL4I1/ANXA1/IRF1/SCRIB/RIPK3/ERBB2/HLA-A/IL2RA/VSIR/CEBPB/ICOSLG/ZBTB7B/SFTPD/PYCARD/CD81/HAVCR2/AIF1/IGFBP2/TNFRSF14/CCDC88B/TNFRSF1B/TGFB1/CORO1A/LILRB4/HLA-DPA1/LGALS9B/HLA-DPB1/IL12RB1/HLA-DMB/SLAMF1/CTLA4/LGALS9/SASH3/HLA-DRB1/CRTAM/RASAL3/LGALS9C/SPN/CDKN2A/IDO1/LMO1/IL12B/TMIGD2/FOXP3/IGF2/ZAP70/CD6/CD40LG/CD3E/LEP/PLA2G2F/FOXJ1/HLA-G/PLA2G2D",65
"GO:0043254","regulation of protein-containing complex assembly","128/3774","431/18805",0.296983758700696,1.47980381090795,5.049316616671,9.51947857958633e-07,6.70000155309312e-05,5.42120512841019e-05,"TRIM11/RAC1/TRIM65/VCP/ARF6/RALB/PIEZO1/GRB2/CSNK1A1/BCL2L11/PINK1/PFN1/VPS16/LCMT1/GAK/HIP1R/BRK1/TWF2/BAK1/RPS3/PTK2B/TBCD/GIT1/NCLN/SIRT2/PARK7/BMF/ATAT1/PPP2R5B/DAB2IP/TRAF2/SYK/LGALS3/STXBP1/SRC/TP53/PRKCZ/STX1B/MARK4/FBLIM1/SPTBN2/CTNNBIP1/NLRC3/NCK2/KANK3/MYD88/STMP1/BCL11A/CDC42EP1/ZDHHC1/BAIAP2/CAPG/CDK5R1/FSCN1/FES/STUB1/EML2/BIN1/ARHGAP28/JAM3/KCNK6/HCK/HSF1/CDC42EP4/BRSK1/PLEK/ZDHHC12/PIK3R2/BTK/GBP2/SSH3/TREM2/SKAP1/WNT10B/LMOD1/BBC3/PRKCD/PYCARD/EVL/CPTP/GSN/NR1H2/BAX/ARPC5L/APOE/SLAIN1/ESAM/NAPA/SYP/SVIP/NOP53/WARS1/MYADM/TPPP/MMP3/INPP5J/MAPRE3/CCR7/TGFB1/HCLS1/CCL26/CRYAB/TMC8/TMOD1/TICAM1/ULK1/TPPP3/CORO1A/CAMSAP3/MED25/ASB2/CLIP3/KCNK13/SCIN/ABCA3/CARMIL2/MAPK15/TMOD4/CCL11/LMOD3/TUBB4A/DMTN/SOST/SYNGR3/CAV3/LMOD2/INSM1/ALOX15",128
"GO:0002705","positive regulation of leukocyte mediated immunity","57/3774","155/18805",0.367741935483871,1.83237601928304,5.21408518899754,9.85698387650149e-07,6.78507109916542e-05,5.49003786759452e-05,"MAD2L2/TRAF2/STX4/ARID5A/PRKCZ/HLA-E/TAP2/LAMP1/KMT5C/NOD2/HMCES/CD40/BTK/HLA-A/TREM2/RASGRP1/HLA-F/NECTIN2/CD81/TNFSF13/HLA-C/HLA-B/KLRK1/SECTM1/TGFB1/TICAM1/RAET1L/TYROBP/SPI1/IL12RB1/HLA-DRA/ITGB2/SLAMF1/SLAMF6/SH2D1A/SASH3/HLA-DRB1/CRTAM/NOS2/TBX21/CD1C/IL12B/KLRC1/FOXP3/LTA/FCER2/CD177/LAG3/CD1E/POMC/CD1A/NCR3/HLA-H/KIR2DL4/CD7/CD1B/HLA-G",57
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","57/3774","155/18805",0.367741935483871,1.83237601928304,5.21408518899754,9.85698387650149e-07,6.78507109916542e-05,5.49003786759452e-05,"AKT1/PTPN6/CD86/DUSP22/LGALS3/SLC4A2/SMAD7/HLA-E/GPNMB/HLX/IL4I1/ANXA1/IRF1/LAPTM5/STAT5A/SCRIB/KLF4/ERBB2/DTX1/IL2RA/VSIR/CEBPB/ZBTB7B/SFTPD/HAVCR2/RUNX3/TNFRSF14/NRARP/SOCS1/TGFB1/CD300A/LILRB4/CTSG/LGALS9B/CTLA4/LGALS9/HLA-DRB1/CRTAM/LGALS9C/SPN/LAX1/TBX21/MDK/CDKN2A/IDO1/CD74/TIGIT/TNFAIP8L2/ASCL2/FOXP3/PDCD1/LAG3/PLA2G2F/FOXJ1/ADORA2A/HLA-G/PLA2G2D",57
"GO:0030216","keratinocyte differentiation","63/3774","177/18805",0.355932203389831,1.77353075907413,5.18099577597206,1.01600962335397e-06,6.91770030509702e-05,5.5973527876995e-05,"EXTL3/TRIM16/KAZN/EPHA2/OVOL2/KDF1/ANXA1/CDKN1A/NOTCH1/GRHL1/SHARPIN/KRT5/PPL/PLAAT4/ST14/KRT6A/CERS3/ZFP36/MAFB/KRT17/PKP1/EVPL/POU3F1/KRT14/POU2F3/KRT74/SLC39A2/KRT7/S100A7/SFN/KRT75/TMEM79/ALOX15B/KRT79/FOXN1/KRT6B/AKR1C3/AQP3/TGM1/KRT6C/TCHH/KRT16/SPRR2D/SPRR1B/IVL/LCE2D/KRT84/KRT78/SPRR1A/CDSN/LCE3D/CNFN/SPRR2G/LCE3E/SPRR2F/SPRR2E/KRT4/KRT36/SPRR3/TGM3/LCE3A/SPRR2B/SPRR4",63
"GO:0050864","regulation of B cell activation","51/3774","134/18805",0.380597014925373,1.89643001210165,5.21815685457387,1.10177932992644e-06,7.42101690608519e-05,6.00460381844461e-05,"SLC15A4/TCF3/MAD2L2/PARP3/BAD/PTPN6/CD320/SYK/THEMIS2/DDRGK1/TNIP2/AKIRIN2/BST1/IL4I1/CDKN1A/LAPTM5/KMT5C/ZFP36L2/FCGR2B/NOD2/MIF/HMCES/CD40/BTK/WNT3A/CD81/CD38/TNFSF13/TGFB1/TLR9/CD300A/TICAM1/SLAMF8/TYROBP/NFAM1/SPI1/CTLA4/SASH3/FCRL3/TBX21/CDKN2A/CD74/TNFRSF4/TBC1D10C/FOXP3/IL2RG/TNFRSF13B/MZB1/FOXJ1/CD19/CD27",51
"GO:0032956","regulation of actin cytoskeleton organization","107/3774","348/18805",0.307471264367816,1.53206071182745,5.01998464547157,1.24630987686395e-06,8.30519688157e-05,6.72002469999992e-05,"RAC1/ARF1/DVL2/CAPN10/NAA20/ARF6/GRB2/WASF2/CDK10/ARHGAP17/PFN1/ARAP1/CELSR1/HIP1R/BRK1/TWF2/DVL3/PTK2B/SMAD3/EPHA1/SHANK3/F11R/LIMK1/MTSS1/SH3BP1/CORO1B/INPP5K/ARHGEF16/SLC4A2/RNH1/TESK1/DAPK3/BST1/SPTBN2/CSF1R/ACTG1/NCK2/KANK3/HRAS/ARHGAP44/CDC42EP1/BAIAP2/CAPG/CDK5R1/S100A10/FSCN1/BIN1/ARHGAP28/JAM3/RGCC/HCK/CDC42EP4/PLEK/PIK3R2/SSH3/LMOD1/ARHGEF15/PRKCD/RHOG/PYCARD/EVL/RAC3/GSN/TACSTD2/PDXP/ARPC5L/ESAM/NGEF/WNT4/SLC9A1/MYADM/RGS4/RND2/CCR7/TGFB1/HCLS1/CX3CL1/CCL26/TMOD1/SYNPO2/CORO1A/ARHGEF19/CARMIL3/BST2/ASB2/SYNPO/GMFG/GRHL3/FZD10/SCIN/CARMIL2/SORBS3/WAS/TMOD4/ANKRD23/CCL11/LMOD3/SYNPO2L/DMTN/MAGEL2/CAV3/LMOD2/ACTN2/MYO3A/ALOX15/ODAM/OR2A4",107
"GO:0002716","negative regulation of natural killer cell mediated immunity","17/3774","27/18805",0.62962962962963,3.1373039706373,5.56872329960849,1.41521921494765e-06,9.31254815424765e-05,7.53510777755972e-05,"GFER/GRB2/ARRB2/HLA-E/HLA-A/HLA-F/NECTIN2/HAVCR2/HLA-B/CD96/NECTIN4/TGFB1/LGALS9/KLRC1/TIGIT/KIR2DL4/HLA-G",17
"GO:0007517","muscle organ development","112/3774","369/18805",0.303523035230352,1.51238756690694,4.98093125916927,1.42721044509542e-06,9.31254815424765e-05,7.53510777755972e-05,"VRK3/KAT8/LEMD2/HMG20B/CDK5/BCL9/FLOT1/HDGFL2/MEF2D/FGFRL1/UNC45A/SMAD3/SIRT2/YBX3/LAMA5/MCUB/FKRP/FOXO4/SELENON/MYORG/KLF5/LMNA/SMAD7/BTG2/BIN3/SKI/FKBP1A/PPIF/ID3/BMP2/HLX/DLL4/BCL9L/FOS/NOTCH1/NAGLU/PRR14/EMD/NR4A1/WNT10B/FHL3/WNT3A/HEYL/BARX2/ZFPM1/TBX1/IGSF8/USP2/ENG/ITGA7/ZBTB42/TGFB1/CACNA1H/CRYAB/HLF/MYBPC3/TNNT2/EGR3/MSC/PAX5/HOXD9/ASB2/MYOM1/EPHB1/GPC1/KY/RPL3L/CHRNA1/SCX/WNT2/MYOM2/EGR1/CTF1/RYR1/CHODL/CXCL10/SGCG/PITX1/LMOD3/COL11A1/UNC45B/VAMP5/SMTNL1/ACTC1/MYL3/KLHL41/TNNI1/MYH14/MEF2B/IGF2/TNNC1/CAV3/SGCA/CASQ1/DCANP1/MUSTN1/MYH7/STAC3/WT1/DES/TRIM72/CACNA1S/PAX7/DMRTA2/MYL2/MYOD1/ACTA1/TIFAB/KLHL40/MYOZ1/MYH6/TCAP",112
"GO:0006941","striated muscle contraction","67/3774","194/18805",0.345360824742268,1.7208559378056,5.05704271919327,1.61230324076212e-06,0.000104118221650865,8.4245687512421e-05,"CALM3/CALM1/RANGRF/GSTO1/SMAD7/RCSD1/FKBP1A/KCNQ1/SNTA1/ALDOA/BIN1/ATP1B1/GRK2/NR4A1/ATP1A1/DMPK/GSN/KCNE5/TRPV4/TRPM4/KCND3/PRKACA/VEGFB/SLC9A1/REM1/MAP2K3/JUP/GAA/SCN1B/KCNE3/TNNT1/KCNE2/MYBPC3/TNNT2/CXCR4/PPP1R13L/CASQ2/CHRNA1/SCN4B/ADORA1/RYR1/SCN2B/SCN4A/MYL4/LMOD3/MYL3/KLHL41/HRC/MYBPH/TNNI1/MYH14/ATP1A2/TNNC1/CAV3/TNNT3/GSTM2/CASQ1/TNNI3K/MYH7/STAC3/CACNA1S/JSRP1/MYL2/ATP2A1/TNNC2/MYH6/TCAP",67
"GO:0031343","positive regulation of cell killing","32/3774","71/18805",0.450704225352113,2.24575860035678,5.26962780867562,1.63475001061749e-06,0.000104490551699061,8.45469527510549e-05,"HLA-E/TAP2/LAMP1/HLA-A/RASGRP1/HLA-F/NECTIN2/HLA-C/HLA-B/KLRK1/RAET1L/TYROBP/SPI1/IL12RB1/HLA-DRA/SLAMF6/SH2D1A/HLA-DRB1/CRTAM/NOS2/CD1C/PRF1/IL12B/KLRC1/LAG3/CD1E/POMC/CD1A/NCR3/HLA-H/CD1B/HLA-G",32
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity","31/3774","68/18805",0.455882352941176,2.27156005486455,5.26348556394225,1.75162300570645e-06,0.000110829964724699,8.96763931151149e-05,"HLA-E/TAP2/LAMP1/HLA-A/RASGRP1/HLA-F/NECTIN2/HLA-C/HLA-B/KLRK1/RAET1L/TYROBP/SPI1/IL12RB1/HLA-DRA/SLAMF6/SH2D1A/HLA-DRB1/CRTAM/NOS2/CD1C/IL12B/KLRC1/LAG3/CD1E/POMC/CD1A/NCR3/HLA-H/CD1B/HLA-G",31
"GO:1903706","regulation of hemopoiesis","128/3774","436/18805",0.293577981651376,1.46283358371864,4.89956454917008,1.84823423751407e-06,0.000115586221875178,9.3524846798579e-05,"ARID1A/PIAS3/ANKRD54/GPR137B/SMARCA4/KLHL25/EIF6/KAT2A/ZMIZ1/BRD4/SART1/ITPKB/CD101/BAD/PTK2B/PAF1/PTPN6/CD86/TFE3/ACTB/ACVR1B/SYK/SHB/IL15RA/SLC4A2/SMAD7/DDRGK1/PRKCZ/TSC22D1/RARG/CTNNBIP1/HLX/IL4I1/JUNB/ANXA1/IRF1/IRF7/FOS/GATA2/FES/PRDM1/STAT5A/ZFP36L2/HSF1/FCGR2B/CLPTM1/CIB1/BTK/ERBB2/TREM2/WNT10B/DTX1/IL2RA/RASGRP1/SOX13/VSIR/CEBPB/ZBTB7B/BATF/GPR68/TCF7/GAS6/IL34/GPR137/GPR171/ZFPM1/HLA-B/RHOH/P4HTM/RUNX3/PIK3R6/SOX12/ZFP36/MAFB/NRARP/SOCS1/TGFB1/HCLS1/CCL3/TLR9/SLAMF8/TYROBP/EGR3/NFAM1/LILRB4/TESPA1/SPI1/TMEM176B/SCIN/TMEM176A/IL12RB1/CD4/HLA-DRA/CTLA4/LGALS9/SASH3/SPINK5/HLA-DRB1/CRTAM/FCRL3/FOXN1/CEBPA/TBX21/C1QC/MDK/CDKN2A/IL36B/PGLYRP2/IL12B/CD74/PLA2G3/HLA-DOA/TESC/PGLYRP3/ASCL2/FOXP3/GPR55/ZAP70/RHEX/LAG3/CD2/IL2RG/BGLAP/ZNF683/FOXJ1/HLA-G/CD27/ADIPOQ",128
"GO:0050672","negative regulation of lymphocyte proliferation","38/3774","91/18805",0.417582417582418,2.08072002189649,5.17824641094041,1.86369866050335e-06,0.000115586221875178,9.3524846798579e-05,"PTPN6/CD86/SLC4A2/HLA-E/GPNMB/IL4I1/FCGR2B/SCRIB/BTK/ERBB2/IL2RA/VSIR/CEBPB/ZBTB7B/SFTPD/RASSF5/HAVCR2/TNFRSF14/TGFB1/CD300A/TYROBP/LILRB4/LGALS9B/LST1/CTLA4/LGALS9/HLA-DRB1/CRTAM/LGALS9C/SPN/CDKN2A/IDO1/FOXP3/TNFRSF13B/PLA2G2F/FOXJ1/HLA-G/PLA2G2D",38
"GO:0051924","regulation of calcium ion transport","82/3774","253/18805",0.324110671936759,1.61497116740083,4.93459800846338,2.24473599383338e-06,0.000137209997009652,0.000111021398064373,"CALM3/CALM1/DIAPH1/BAK1/SLC8B1/PTK2B/PTPN6/MCUB/GSTO1/SARAF/STIM1/SELENON/IL16/LGALS3/GNAI2/INPP5K/CACNB3/WFS1/FKBP1A/ACE/PML/BIN1/ATP1B1/NOS3/THY1/CBARP/ORAI1/PDGFB/CCL2/GJC2/P2RY6/BAX/APLNR/TOR2A/GPR35/LIME1/PRKACA/SLC9A1/REM1/G6PD/HAP1/RGS4/JPH4/TSPO/TGFB1/CX3CL1/CCL3/TLR9/CXCL11/CORO1A/TRPV2/CXCR4/CCL4/CAMK2A/CD4/CASQ2/MCHR1/P2RX1/GRIN1/FCRL3/CXCL10/PLPP4/ADRA2A/CACNA1F/CXCL9/NPSR1/HRC/SLN/ATP1A2/CAV3/GSTM2/CASQ1/UCP2/STAC3/ATP2A1/CAMK2B/CXCR3/ADORA2A/CD19/MS4A1/CACNG1/DHRS7C",82
"GO:0007162","negative regulation of cell adhesion","97/3774","312/18805",0.310897435897436,1.54913256016197,4.90098010333156,2.25616693678067e-06,0.000137209997009652,0.000111021398064373,"ATP5F1B/AKT1/MAD2L2/MAP2K5/ACTN4/TBCD/ADAM15/PLXNB1/PTPN6/PLXNB2/CD86/DUSP22/PLXND1/LGALS3/SLC4A2/SRC/SMAD7/PLXNB3/HLA-E/BMP2/GPNMB/HLX/IL4I1/ANXA1/IRF1/NOTCH1/LAPTM5/STAT5A/JAM3/RGCC/SCRIB/KLF4/ACVRL1/C1QTNF1/SIPA1/ERBB2/DTX1/IL2RA/PRKCD/VSIR/CEBPB/CD9/FZD7/ZBTB7B/SFTPD/SEMA4D/SPINT2/HAVCR2/MAPK7/SEMA6A/TACSTD2/TRPV4/RUNX3/TNFRSF14/NRARP/MYADM/SOCS1/TGFB1/CX3CL1/CD300A/LILRB4/CTSG/LGALS9B/SPI1/WNT1/MMP12/CTLA4/LGALS9/MUC1/HLA-DRB1/IL1RN/CRTAM/LGALS9C/SPN/LAX1/TBX21/MDK/CDKN2A/IDO1/ZNF703/CD74/TIGIT/ARHGDIG/TNFAIP8L2/DMTN/ASCL2/FOXP3/PDCD1/LAG3/CDSN/PLA2G2F/FOXJ1/ADORA2A/HLA-G/MUC21/PLA2G2D/ADIPOQ",97
"GO:0030595","leukocyte chemotaxis","77/3774","234/18805",0.329059829059829,1.63963171316112,4.93346899940854,2.38191185894904e-06,0.000143464383504392,0.000116082040494328,"RAC1/BSG/SLC8B1/NINJ1/PTK2B/PIP5K1C/IL16/SYK/LGALS3/BST1/RPS19/CSF1R/ANXA1/PLA2G7/LGMN/JAM3/NOD2/TMEM102/MIF/MAPK3/NBL1/PDGFB/RIN3/SFTPD/GPSM3/CCL2/HSD3B7/GAS6/FCER1G/IL34/IL17RC/CCL4L1/RARRES2/AIF1/PERP/TRPV4/TRPM4/VEGFB/KLRK1/CXCL16/PGF/ZNF580/EDN2/CCR7/CX3CL1/CCL26/CCL3/CXCR5/SLAMF8/CXCL11/CORO1A/CXCR4/PADI2/CCL22/CTSG/CCL4/CX3CR1/S100A7/S100A12/ITGB2/SLAMF1/FFAR2/VEGFD/LGALS9/CCR5/JAML/S100A9/CCL13/CXCL10/CCL11/MDK/S100A8/CD74/CXCL9/CXCL17/CNR2/CCL27",77
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","69/3774","204/18805",0.338235294117647,1.68535100844789,4.93164861674182,2.64846534123893e-06,0.000157999875214482,0.000127843214216195,"SLC15A4/MAD2L2/BRD4/PARP3/PTPN6/DUSP22/TRAF2/ARID5A/SMAD7/PRKCZ/HLA-E/HLX/TAP2/IL4I1/JUNB/ANXA1/KMT5C/STAT5A/FCGR2B/NOD2/HMCES/CARD9/RIPK3/CD40/BTK/HLA-A/TREM2/ZBTB7B/HLA-F/NECTIN2/BATF/CD81/HAVCR2/TNFSF13/HLA-C/HLA-B/TRPM4/TNFRSF1B/SUSD4/SECTM1/TGFB1/RAET1L/LILRB4/IL12RB1/CD4/HLA-DRA/SLAMF1/SASH3/WAS/HLA-DRB1/SPN/TBX21/CD1C/FUT7/IL12B/KLRC1/ASCL2/FOXP3/LTA/FCER2/PDCD1/CD1E/CD1A/CR2/HLA-H/CD7/CD1B/FOXJ1/HLA-G",69
"GO:0002285","lymphocyte activation involved in immune response","76/3774","231/18805",0.329004329004329,1.63935516876693,4.89922721627194,2.78047316591586e-06,0.000164310225578273,0.000132949138966086,"SLC15A4/MAD2L2/BRD4/PARP3/UNG/PTK2B/CD86/SOCS3/SHB/LGALS3/SMAD7/DDRGK1/TP53/PRKCZ/HLX/UNC13D/JUNB/ANXA1/LAMP1/MEN1/KMT5C/STAT5A/ITM2A/FCGR2B/HMCES/CD40/TREM2/ICOSLG/ZBTB7B/HLA-F/BATF/CD81/HAVCR2/FCER1G/CLEC4E/ZFPM1/TNFSF13/CD180/ICOS/RELB/FCGR3A/LFNG/APBB1IP/TGFB1/GAPT/CORO1A/TYROBP/MFNG/IRF8/SEMA4A/RORC/IL12RB1/HLA-DMB/HLA-DRA/SLAMF6/CD244/LGALS9/HLA-DRB1/SPN/TBX21/MDK/CD1C/PGLYRP2/IL12B/CD74/ITGAL/PGLYRP3/ASCL2/FOXP3/LY9/BCL3/POU2AF1/CD40LG/ZNF683/NKG7/CD19",76
"GO:0002709","regulation of T cell mediated immunity","42/3774","106/18805",0.39622641509434,1.97430782613912,5.04048195891628,2.85263768469862e-06,0.000166999275298619,0.000135124942959409,"DUSP22/TRAF2/ARID5A/SMAD7/PRKCZ/HLA-E/TAP2/IL4I1/FCGR2B/NOD2/RIPK3/HLA-A/HLA-F/NECTIN2/CD81/HLA-C/HLA-B/TRPM4/TNFRSF1B/SECTM1/RAET1L/LILRB4/IL12RB1/HLA-DRA/SLAMF1/SASH3/WAS/HLA-DRB1/SPN/TBX21/CD1C/FUT7/IL12B/KLRC1/FOXP3/PDCD1/CD1E/CD1A/HLA-H/CD7/CD1B/HLA-G",42
"GO:0002700","regulation of production of molecular mediator of immune response","67/3774","197/18805",0.34010152284264,1.69465000981872,4.91113013659344,2.9619797430245e-06,0.000171794825095421,0.000139005189694571,"SLC15A4/MAD2L2/HK1/PARP3/GPI/CUEDC2/CD86/TRAF2/STX4/SYK/ARID5A/SMAD7/PRKCZ/MAPKAPK2/HLA-E/INAVA/MYD88/LAPTM5/KMT5C/SPHK2/FCGR2B/NOD2/MIF/HMCES/CARD9/CD40/BTK/HLA-A/SPON2/GPRC5B/HLA-F/PYCARD/CD81/PKP3/TNFSF13/TRPM4/TNFRSF14/TREX1/CD96/TNFRSF1B/ACP5/SECTM1/NLRX1/TGFB1/TLR9/TICAM1/EVPL/BST2/LILRB4/IRF5/SLAMF1/CD244/FFAR2/CALHM6/SASH3/SPINK5/FCRL3/TBX21/CD74/TNFRSF4/FOXP3/CD40LG/IL2RG/KIR2DL4/MZB1/CD7/HLA-G",67
"GO:0032102","negative regulation of response to external stimulus","130/3774","448/18805",0.290178571428571,1.44589508100538,4.78633361308851,2.98991145613449e-06,0.000171823902396573,0.000139028717153912,"PCBP2/TNFRSF1A/GFER/TRIM65/CACTIN/EXTL3/GPS2/GRB2/FAM3A/LPCAT3/DDX39A/GNAS/TARBP2/TYRO3/ARRB2/PSMB4/GIT1/SMAD3/MVK/PTPN6/MUL1/ILRUN/GSTP1/SOCS3/SYK/CORO1B/SRC/NFKBIL1/TTLL12/FGR/SIRPA/RPS19/HLA-E/NLRC3/SIGIRR/FURIN/NR1D1/NOTCH1/NR1H3/SHARPIN/RHBDF2/NOS3/HCK/BANF1/FCGR2B/NOD2/MIF/KLF4/ZDHHC18/C1QTNF1/HLA-A/TREM2/NBL1/IL2RA/PDGFB/PRKCD/KREMEN1/RIN3/CD9/HLA-F/NECTIN2/RNF26/WNT3A/CCL2/GRN/HAVCR2/IL10RA/PIM1/SIGLEC10/MAPK7/NR1H2/METRNL/PPARD/HLA-B/APOE/AIF1/CHRFAM7A/WNT4/THBD/TREX1/CD96/TNFRSF1B/KLRK1/RTN4R/ACP5/ZFP36/SUSD4/SEMA3F/IL22RA1/NECTIN4/NLRX1/TGFB1/CD200/CX3CL1/SLAMF8/PROC/PADI2/PPP1R13L/SFN/MMP12/SERPING1/LGALS9/ADORA1/SPINK5/FIGNL2/HLA-DRB1/SPN/MDK/CST7/SLC6A3/IL22RA2/IL12B/KLRC1/TIGIT/RGMA/CXCL17/TNFAIP8L2/F12/CLDN3/FOXP3/FGA/TAFA5/HAMP/CLDN19/KIR2DL4/C1QTNF12/ADORA2A/HLA-G/MYOZ1/ADIPOQ",130
"GO:0009913","epidermal cell differentiation","81/3774","251/18805",0.322709163346614,1.60798776278036,4.85897936280501,3.11582027765636e-06,0.000177431801993086,0.00014356626446809,"EXTL3/ERCC2/HDAC1/MAFG/TRIM16/KAZN/EPHA2/KCNQ1/OVOL2/KDF1/ANXA1/CDKN1A/NOTCH1/GRHL1/SHARPIN/SCRIB/KEAP1/KLF4/TPRN/JAG2/KRT5/PPL/PLAAT4/ST14/DLX3/KRT6A/CERS3/ZFP36/MAFB/MYCL/KRT17/PKP1/EVPL/POU3F1/KRT14/POU2F3/KRT74/SLC39A2/KRT7/OVOL1/S100A7/SFN/TMEM132E/KRT75/TMEM79/ALOX15B/KRT79/SPINK5/FOXN1/KRT6B/FA2H/AKR1C3/AQP3/TGM1/SFRP4/KRT6C/TCHH/SULT2B1/KRT16/HES5/SPRR2D/SPRR1B/IVL/LCE2D/KRT84/KRT78/SPRR1A/CDSN/LCE3D/CNFN/SPRR2G/LCE3E/SPRR2F/SPRR2E/KRT4/KRT36/SPRR3/TGM3/LCE3A/SPRR2B/SPRR4",81
"GO:0002399","MHC class II protein complex assembly","12/3774","16/18805",0.75,3.7370826709062,5.4881782070684,3.39010239564722e-06,0.000189603583985127,0.000153414878148885,"HLA-DRB5/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DMB/HLA-DQB1/HLA-DRA/HLA-DMA/HLA-DRB1/HLA-DOA/HLA-DQA2/HLA-DQB2",12
"GO:0002503","peptide antigen assembly with MHC class II protein complex","12/3774","16/18805",0.75,3.7370826709062,5.4881782070684,3.39010239564722e-06,0.000189603583985127,0.000153414878148885,"HLA-DRB5/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DMB/HLA-DQB1/HLA-DRA/HLA-DMA/HLA-DRB1/HLA-DOA/HLA-DQA2/HLA-DQB2",12
"GO:0032945","negative regulation of mononuclear cell proliferation","38/3774","93/18805",0.408602150537634,2.03597335475893,5.0183631689722,3.50371800127245e-06,0.000192914943295345,0.000156094214553856,"PTPN6/CD86/SLC4A2/HLA-E/GPNMB/IL4I1/FCGR2B/SCRIB/BTK/ERBB2/IL2RA/VSIR/CEBPB/ZBTB7B/SFTPD/RASSF5/HAVCR2/TNFRSF14/TGFB1/CD300A/TYROBP/LILRB4/LGALS9B/LST1/CTLA4/LGALS9/HLA-DRB1/CRTAM/LGALS9C/SPN/CDKN2A/IDO1/FOXP3/TNFRSF13B/PLA2G2F/FOXJ1/HLA-G/PLA2G2D",38
"GO:0002832","negative regulation of response to biotic stimulus","50/3774","135/18805",0.37037037037037,1.8454729239043,4.93999558757933,3.51090414043252e-06,0.000192914943295345,0.000156094214553856,"PCBP2/GFER/CACTIN/GRB2/FAM3A/DDX39A/TARBP2/TYRO3/ARRB2/PTPN6/MUL1/ILRUN/NFKBIL1/TTLL12/SIRPA/RPS19/HLA-E/NLRC3/IL4I1/SIGIRR/NR1H3/BANF1/ZDHHC18/HLA-A/HLA-F/NECTIN2/RNF26/GRN/HAVCR2/PIM1/NR1H2/HLA-B/TREX1/CD96/SUSD4/NECTIN4/NLRX1/TGFB1/SLAMF8/SFN/MMP12/SERPING1/LGALS9/SPINK5/KLRC1/TIGIT/FOXP3/PDCD1/KIR2DL4/HLA-G",50
"GO:0070665","positive regulation of leukocyte proliferation","59/3774","168/18805",0.351190476190476,1.74990379034497,4.89220130057662,3.60598116632191e-06,0.000196416226311656,0.000158927224858947,"TCF3/EFNB1/RPS3/CD320/DHPS/CD86/SYK/CSF2RA/BST1/HLA-E/CSF1R/NCK2/MYD88/ANXA1/CDKN1A/MIF/MAPK3/CSF2RB/CD40/BTK/HLA-A/IL2RA/ICOSLG/PYCARD/WNT3A/CD81/HAVCR2/IL34/CD38/TNFSF13/AIF1/IGFBP2/FCGR3A/CCDC88B/TLR9/TICAM1/CORO1A/BST2/HLA-DPA1/HLA-DPB1/IL12RB1/HLA-DMB/SLAMF1/LGALS9/SASH3/RASAL3/FCRL3/SPN/IL12B/CD74/TNFRSF4/TMIGD2/FOXP3/IGF2/ZAP70/CD6/CD40LG/CD3E/LEP",59
"GO:0019883","antigen processing and presentation of endogenous antigen","18/3774","31/18805",0.580645161290323,2.8932252936048,5.2861182004127,3.6765744606142e-06,0.000198535020873167,0.000160641615497798,"HLA-E/TAP2/HLA-A/TAPBP/HLA-F/HLA-C/HLA-B/TAP1/RAET1L/HLA-DRA/HLA-DRB1/CD1C/CD74/CD1E/CD1A/HLA-H/CD1B/HLA-G",18
