"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006066","alcohol metabolic process","118/3774","368/18805",0.320652173913043,1.59773824335845,5.8025909482689,2.9218671708686e-08,3.16861614001878e-06,2.56383792333643e-06,"ACADVL/IP6K1/CLN8/NSDHL/LSS/SCAP/FDPS/SPR/SMPD1/LPCAT3/ACO2/ITPKB/IPPK/CYB5R3/NPC2/MVK/DPAGT1/PARK7/SPHK1/FKRP/TSKU/GALK1/PLPP2/DPM3/DGAT1/ABCG1/AKR1A1/PCBD2/TKFC/VLDLR/NAAA/BMP2/SCARF1/STARD3/PLPP1/SNX17/APOL2/EBP/FDXR/CLN6/SPHK2/DGKQ/DHCR24/RDH13/IDH2/SREBF1/DPM2/PLEK/SULT1A3/AKR1B1/MVD/PIP4P1/FDFT1/LIPE/FGF1/GDPD3/P2RY6/PPARD/GPR146/ITPKC/APOE/DHRS4/ABCA2/WNT4/PRKACA/SREBF2/QDPR/G6PD/INPP5J/MOXD1/CYP27A1/CACNA1H/DHCR7/RDH5/HSD11B2/ITPKA/ISYNA1/PNPLA2/IMPA2/EPHX2/DHRS9/RDH16/NUDT10/ALDH2/ACSS1/SPTSSB/PMVK/CD244/ABCG4/SGPP2/AKR1C2/TM7SF2/CYP11A1/APOBR/ALDH1A1/CEBPA/AKR1C1/SDR9C7/STAR/RDH12/AKR1C3/LIPC/APOC1/ALDH3B2/DBH/CYP2C18/DEGS2/SULT2B1/ADH1C/APOL1/ADH7/CEL/SCNN1B/SERPINA12/GALR2/LEP/AKR1B10/CES1",118
"GO:0006909","phagocytosis","82/3774","238/18805",0.34453781512605,1.71675506450593,5.57597107084271,1.30896362089336e-07,1.17133544589657e-05,9.47768396180682e-06,"EIF2AK1/LMAN2/TUSC2/DNM2/XKR8/TYRO3/RAB20/PECAM1/PLA2G6/SPHK1/PIP5K1C/LIMK1/SH3BP1/SYK/IL15RA/TMEM175/SRC/CLN3/FGR/SIRPA/PLD2/UNC13D/MYD88/ANXA1/FCN3/GATA2/NCF4/ICAM5/ELMO1/NR1H3/HCK/FCGR2B/NOD2/SLC48A1/MFGE8/BTK/RAB7A/TREM2/SPON2/PRKCD/TICAM2/SFTPD/PYCARD/CSK/CCL2/GAS6/ELMO3/FCER1G/C2/BIN2/GSN/P2RY6/ICAM3/AIF1/CD14/TREX1/CFP/TGFB1/CD300A/MYO1G/CORO1A/TYROBP/IRF8/ITGB2/SLAMF1/ADORA1/NOS2/CEBPE/PLPP4/CD300LF/SIRPB1/ITGAL/PLD4/IL2RB/FCER2/IL2RG/LEP/ALOX15/SIRPG/ADORA2A/C4A/ADIPOQ",82
"GO:0010959","regulation of metal ion transport","124/3774","403/18805",0.307692307692308,1.53316212139742,5.42139971944628,1.76142884117984e-07,1.48431493182457e-05,1.20101102317929e-05,"CALM3/CALM1/AKT1/ACTN4/DIAPH1/MLLT6/RANGRF/BAK1/SLC8B1/PTK2B/PTPN6/MCUB/GSTO1/SARAF/STIM1/SELENON/IL16/LGALS3/GNAI2/INPP5K/CACNB3/WFS1/PER1/FKBP1A/KCNQ1/SNTA1/ACE/PML/FXYD3/PRSS8/BIN1/ATP1B1/NOS3/ATP1B2/THY1/CBARP/ORAI1/TREM2/PDGFB/ATP1A1/DMPK/CCL2/GJC2/OSR1/P2RY6/ATP1B3/BAX/APLNR/GNB2/TOR2A/KCNE5/FGF14/GPR35/FGF11/LIME1/PRKACA/SLC9A1/REM1/G6PD/HAP1/RGS4/JPH4/TSPO/TGFB1/CX3CL1/SCN1B/CCL3/FXYD6/TLR9/KCNE3/CXCL11/KCNE2/CORO1A/TRPV2/CXCR4/WNK2/CCL4/CAMK2A/CD4/CASQ2/NKAIN1/MCHR1/KCNIP1/SCN4B/ADORA1/P2RX1/GRIN1/SCN2B/FCRL3/KCNS1/CXCL10/FXYD1/PLPP4/ADRA2A/CACNA1F/VAMP2/CXCL9/NPSR1/FXYD7/TESC/HRC/SLN/ATP1A2/KCNMB1/CAV3/GSTM2/CASQ1/LRRC26/ACTN2/UCP2/HAMP/STAC3/GCK/GALR2/ATP2A1/CAMK2B/CXCR3/BPIFA1/ADORA2A/CD19/MS4A1/CACNG1/GRP/DHRS7C",124
"GO:0120254","olefinic compound metabolic process","61/3774","165/18805",0.36969696969697,1.84211751858811,5.44407189558143,3.37563096698254e-07,2.67657625027578e-05,2.16571127328727e-05,"ACOT8/DAGLB/ELOVL1/PTGES2/GSTP1/SRD5A1/DGAT1/ACAA1/CBR1/BMP2/STARD3/MGLL/DGKQ/RDH13/AKR1B1/EPHX1/ABHD12/ADM/PLA2G4C/LIPE/TBXAS1/DHRS4L1/DHRS4/WNT4/FADS2/CACNA1H/RDH5/HSD11B2/PNPLA2/EPHX2/DHRS9/RDH16/CYP4F12/CYP4F11/ALOX15B/AKR1C2/EGR1/GRIN1/ALOXE3/CYP11A1/ALDH1A1/CYP2S1/AKR1C1/SDR9C7/CYP2E1/CYP4F3/PTGDS/RDH12/AKR1C3/CYP2C18/ADH1C/ADH7/CEL/GSTM2/SCNN1B/GSTA1/ALOX12B/AKR1B10/BGLAP/PLA2G2F/ALOX15",61
"GO:0008637","apoptotic mitochondrial changes","44/3774","107/18805",0.411214953271028,2.04899236784888,5.45253888314011,4.97208318176878e-07,3.79818646958532e-05,3.07324525291613e-05,"NAIF1/AKT1/TRIAP1/BCL2L11/PINK1/PPP2CB/MOAP1/TIMM50/HIP1R/BAD/BAK1/AIFM2/IFI27L1/MUL1/BMF/PARL/BCL2L2/FAM162A/SLC25A5/LMNA/RHOT2/TP53/CCAR2/JTB/HK2/PPIF/TNFSF10/NOL3/TMEM102/BOK/BBC3/GSK3A/SIVA1/PYCARD/PLSCR3/SLC25A6/BAX/BCL2L10/FZD9/IFI27/CAMK2A/SFN/PIM2/ATP2A1",44
"GO:0072659","protein localization to plasma membrane","91/3774","295/18805",0.308474576271186,1.53705999119758,4.65867839688213,6.51627069894221e-06,0.000321400942190347,0.000260056721221772,"RER1/TNFRSF1A/AKT1/TMEM59/ZFYVE27/ARF6/CDK5/BSG/FLOT1/SIRT6/GAK/GORASP2/RANGRF/AKT2/RAB11FIP3/GGA2/LAMA5/TMBIM1/F11R/PPP1R9B/TTC7A/ACTB/ARFRP1/STX4/EHD1/LGALS3/INPP5K/CACNB3/ARHGEF16/STXBP1/PRKCZ/EPHA2/CLN3/TMEM150A/GGA1/ATP6AP1/EMP2/NHLRC1/ARHGAP44/S100A10/AP2M1/RHBDF2/ATP1B1/SCRIB/TSPAN14/PACS1/VAMP8/PIK3R2/CIB1/PALM/RAB7A/TREM2/SKAP1/RHOG/ZDHHC8/FLOT2/CSK/WNT3A/FRMD8/GAS6/CD81/RAMP1/PRAM1/PKP3/LYPD1/ATP1B3/TSPAN33/CRB3/NKD2/EHD2/JUP/TGFB1/PKP1/NSG1/CLIP3/RAMP3/CAMK2A/SFN/RAMP2/ABI3/PACSIN1/VAMP2/VAMP5/MRAP2/TESC/AMN/CAV3/ACTN2/STAC3/CAMK2B/ADIPOQ",91
"GO:0051146","striated muscle cell differentiation","94/3774","311/18805",0.302250803858521,1.50604832182286,4.50908984258876,1.16692378967652e-05,0.000522115044180979,0.00042246150731522,"AKT1/PIEZO1/BCL9/FLOT1/KAT2A/CTDP1/SIRT6/ARRB2/IRX3/FKRP/SELENON/MYORG/EHD1/KLF5/LMNA/SORT1/BIN3/SKI/SRF/MAMSTR/PPIF/BMP2/ACTG1/HDAC5/NOTCH1/NAGLU/OBSL1/PLD3/WNT10B/LMOD1/GSK3A/CD9/FZD7/DMPK/WNT3A/CD81/BARX2/RBM38/SDC1/TBX1/PLEKHO1/EHD2/SLC9A1/G6PD/KDM6B/RGS4/TGFB1/CACNA1H/TMOD1/TNNT1/MYBPC3/TNNT2/CD53/ASB2/MYOM1/MYOM3/DYRK1B/WNT1/RPL3L/HOPX/MYOM2/RYR1/TMOD4/ANKRD23/CXCL10/LMOD3/CXCL9/SYNPO2L/ACTC1/KLHL41/MYBPH/IGF2/MYO18B/CAV3/TNNT3/CASQ1/LMOD2/PLPP7/ACTN2/STAC3/WT1/TRIM72/MYBPC1/CACNA1S/MYBPC2/CEACAM5/NRAP/MYL2/MYOD1/ACTA1/KLHL40/MYOZ1/MYH6/TCAP",94
"GO:0046596","regulation of viral entry into host cell","13/3774","21/18805",0.619047619047619,3.08457617281147,4.78922795374956,3.33568333076513e-05,0.00121480932464609,0.000982944628986176,"TRIM11/BSG/SMPD1/P4HB/TRIM62/FURIN/NECTIN2/CD4/TMPRSS4/LGALS9/HLA-DRB1/CD74/HS3ST5",13
"GO:0051651","maintenance of location in cell","66/3774","212/18805",0.311320754716981,1.55124186339503,4.04452495799329,8.39719689095029e-05,0.00250767180239027,0.00202904478868541,"CALM3/CALM1/RER1/AKT1/CDK5/PINK1/HK1/OS9/DIAPH1/SLC8B1/PTK2B/PTPN6/PARK7/GSTO1/FKRP/PLCB2/SELENON/GM2A/RANGAP1/HK2/FKBP1A/GPAA1/PML/NOL3/SUN2/THY1/KDELR1/P2RY6/CHERP/BAX/APLNR/APOE/LIME1/PRKACA/MCOLN1/GAA/HAP1/JPH4/TSPO/SLC25A23/CCR7/TGFB1/CX3CL1/CCL3/CXCL11/CORO1A/LCK/CD4/CASQ2/CCR5/RYR1/XCR1/CXCL10/CXCL9/NPSR1/HRC/ATP1A2/GSTM2/CASQ1/FASLG/CACNA1S/NR5A1/ATP2A1/CXCR3/CD19/DHRS7C",66
"GO:0032409","regulation of transporter activity","63/3774","202/18805",0.311881188118812,1.5540343780006,3.96691629964903,0.000113447109995793,0.00325978301382408,0.00263760422322426,"CALM3/CALM1/ACTN4/RANGRF/SLC6A9/GSTO1/STIM1/ACTB/SELENON/CACNB3/FKBP1A/KCNQ1/PPIF/MINK1/SPHK2/RXRA/NR1H3/ATP1B1/CTSS/ATP1B2/TCAF2/CBARP/TREM2/PRKCD/PRRT1/CCL2/OSR1/PIM1/ATP1B3/KCNE5/FGF14/GPR35/FGF11/NLGN2/SLC9A1/HAP1/JPH4/MAPK8IP2/SCN1B/TLR9/KCNE3/CNIH2/KCNE2/WNK2/CASQ2/SCN4B/FXYD1/ADRA2A/CACNA1F/VAMP2/TESC/HRC/SLN/SYNGR3/GSTM2/CASQ1/LRRC26/ACTN2/STAC3/GALR2/ATP2A1/GRP/ADIPOQ",63
"GO:0045862","positive regulation of proteolysis","68/3774","223/18805",0.304932735426009,1.51941178847008,3.909760345512,0.000132829471210168,0.00351699510438094,0.00284572350399849,"VCP/AKT1/CSNK1A1/SIRT6/PSENEN/SNX33/BAD/BAK1/TRAF7/PTK2B/SIRT2/RAD23A/AURKAIP1/IKBKG/DAB2IP/WFS1/BAG6/ZER1/SRC/SMAD7/DDRGK1/FZR1/GABARAP/APH1A/UBQLN2/FURIN/CSNK1D/CLN6/S100A10/STUB1/LAPTM5/CHFR/CCDC22/BCAP31/PSMC5/TMEM259/KEAP1/TREM2/GSK3A/DNAJB2/VSIR/GRN/GSN/HSPBP1/APOE/PERP/TBC1D10A/NKD2/EFNA1/CLEC3B/TNFRSF1B/NOP53/CLDN4/KCNE2/FGFR4/RFPL1/PRSS22/EFNA3/CEBPA/ADRA2A/RGMA/HPN/F12/CLDN3/CBFA2T3/CAV3/HAMP/KLHL40",68
"GO:2000379","positive regulation of reactive oxygen species metabolic process","29/3774","75/18805",0.386666666666667,1.92667373255609,4.02921764792753,0.000156697956283228,0.00392622399263256,0.00317684488212102,"GRB2/PTK2B/PARK7/GSTP1/SYK/GNAI2/TP53/CBR1/SIRPA/DUOXA1/DCXR/ROMO1/HVCN1/CDKN1A/RIPK3/PDGFB/PRKCD/DHRS4/TSPO/TGFB1/TYROBP/ITGB2/GRIN1/AGTR1/AKR1C1/AKR1C3/CD177/LEP/DUOXA2",29
