#node1	node2	combined_score
UTP23	HEATR1	757
DDX10	HEATR1	892
RPL18A	HEATR1	850
WDR3	HEATR1	999
DHX15	HEATR1	823
TTC27	HEATR1	774
RPS3A	HEATR1	993
DDX47	HEATR1	862
PA2G4	HEATR1	789
RPS23	HEATR1	992
RPL4	HEATR1	869
NOL11	HEATR1	983
POLR3B	HEATR1	831
POLR1A	HEATR1	938
GTPBP4	HEATR1	933
UTP6	HEATR1	999
WDR12	HEATR1	908
DDX18	HEATR1	892
CEBPZ	HEATR1	942
WDR75	HEATR1	999
RPS27A	HEATR1	907
POMK	B3GALNT2	987
FKTN	B3GALNT2	846
C1D	TSNAX	732
AGO2	TSNAX	958
PIK3C3	EXOC8	731
EXOC2	EXOC8	999
ABCB7	ABCB10	791
H2BC5	H2AW	713
RPS27A	H2AW	763
H4C6	H2AW	786
H2BC12	H2AW	720
H3C12	H2AW	755
H1-1	H2AW	766
TRIM33	H3-4	972
MDM2	H3-4	776
NF1	H3-4	759
SUV39H2	H3-4	741
NANOG	H3-4	718
RPS27A	H3-4	774
SUZ12	H3-4	925
H4C6	H3-4	999
SMARCA5	H3-4	888
H3C12	H3-4	927
AURKA	H3-4	856
MORF4L1	H3-4	833
SMC3	H3-4	767
H2AC8	H3-4	988
BIRC5	H3-4	763
BUB1	H3-4	735
HASPIN	H3-4	818
ATM	H3-4	871
H2AC20	H3-4	999
PRKDC	H3-4	723
VRK1	H3-4	717
KMT2C	H3-4	881
PYGO1	H3-4	981
H4C11	H3-4	935
H2BC12	H3-4	991
SIRT1	H3-4	836
HSPA4	H3-4	704
HSP90AA1	H3-4	805
H2BC4	H3-4	932
CENPC	H3-4	766
NCOR1	H3-4	714
MRE11	H3-4	705
BPTF	H3-4	997
CBX5	H3-4	999
H2BC5	H3-4	938
ATR	H3-4	754
RBBP5	H3-4	949
SETD7	H3-4	925
H3C13	H3-4	926
RHOQ	CDC42BPA	782
CCT6A	ERMARD	837
RAPGEF6	AFDN	825
C9	AFDN	720
MLLT10	AFDN	899
TJP1	AFDN	999
USP9X	AFDN	736
RRAS2	AFDN	956
RAP1B	AFDN	971
VCL	AFDN	849
ADAM10	AFDN	755
KRAS	AFDN	945
SSX2IP	AFDN	986
FGFR1OP2	FGFR1OP	863
AARS1	EPRS1	976
GTPBP4	EPRS1	876
RPL7	EPRS1	756
FARSB	EPRS1	925
MRRF	EPRS1	802
POLR1A	EPRS1	788
MRPL13	EPRS1	993
MTIF2	EPRS1	819
EIF3C	EPRS1	755
RPL18A	EPRS1	793
HSP90AA1	EPRS1	701
ABCE1	EPRS1	791
EFL1	EPRS1	718
EEF1G	EPRS1	899
MED1	EPRS1	832
NARS1	EPRS1	998
EIF5A2	EPRS1	756
RARS1	EPRS1	999
RPS26	EPRS1	864
SLX4	EPRS1	983
RPL15	EPRS1	902
MRPL3	EPRS1	789
COPB2	EPRS1	967
RPS2	EPRS1	791
RPS3A	EPRS1	965
RPL4	EPRS1	769
RPL38	EPRS1	901
GLS	EPRS1	809
RPS23	EPRS1	828
RPL12	EPRS1	732
ACBD3	EPRS1	847
RPS27L	EPRS1	773
EIF2AK4	EPRS1	824
NARS2	EPRS1	941
PA2G4	EPRS1	760
MRPS10	EPRS1	908
RPL21	EPRS1	937
TGFBR2	TGFB2	999
SMAD2	TGFB2	941
TGFBR3	TGFB2	996
THBS1	TGFB2	892
FGF7	TGFB2	740
FGF2	TGFB2	789
EGFR	TGFB2	711
FBN1	TGFB2	770
MAK16	RRP15	972
TMA16	RRP15	824
DDX18	RRP15	843
GTPBP4	RRP15	964
CSNK2A1	RRP15	840
RSL24D1	RRP15	957
WDR12	RRP15	907
SDAD1	RRP15	882
WDR75	RRP15	706
ESF1	RRP15	828
KRR1	RRP15	927
GNL3L	RRP15	790
CEBPZ	RRP15	830
SPATA4	SPATA17	738
DDX18	GPATCH2	842
UTP6	GPATCH2	866
DHX15	GPATCH2	991
DDX10	GPATCH2	877
KRR1	GPATCH2	847
TPX2	CENPF	954
NCAPG	CENPF	924
SMC2	CENPF	764
MELK	CENPF	919
AURKA	CENPF	902
CENPE	CENPF	999
KNTC1	CENPF	795
SKA2	CENPF	939
KIF11	CENPF	972
SPDL1	CENPF	950
BUB1B	CENPF	999
ZWILCH	CENPF	770
BUB1	CENPF	987
SKA3	CENPF	968
KIF23	CENPF	930
MIS18BP1	CENPF	752
CDKN3	CENPF	725
SKA1	CENPF	965
SMC4	CENPF	800
CKAP2L	CENPF	737
ANLN	CENPF	842
EXO1	CENPF	900
MAD2L1	CENPF	915
KIF18A	CENPF	850
KIF15	CENPF	959
ZW10	CENPF	747
BIRC5	CENPF	960
NUP133	CENPF	863
SPC25	CENPF	734
ARHGAP11A	CENPF	811
DLGAP5	CENPF	976
SGO1	CENPF	746
KNL1	CENPF	784
LYVE1	PROX1	826
BUB1B	NSL1	701
CBX5	NSL1	959
BUB1	NSL1	884
KNL1	NSL1	999
CENPC	NSL1	918
SPC25	NSL1	952
KIF11	DTL	850
CENPF	DTL	893
BUB1	DTL	811
EXO1	DTL	901
KIF15	DTL	807
BUB1B	DTL	811
MELK	DTL	842
WDHD1	DTL	947
POLE2	DTL	762
USP1	DTL	704
RAD18	DTL	818
ERCC8	DTL	938
DLGAP5	DTL	756
NCAPG	DTL	830
MCM4	DTL	707
SPC25	DTL	785
INTS13	INTS7	979
POLR2K	INTS7	835
INTS6	INTS7	999
NIPBL	INTS7	723
LCLAT1	LPGAT1	923
GPAM	LPGAT1	913
KIF18A	NEK2	868
SGO1	NEK2	850
SHCBP1	NEK2	741
DLGAP5	NEK2	963
CENPF	NEK2	970
ANAPC1	NEK2	971
ANLN	NEK2	787
MELK	NEK2	822
NCAPG	NEK2	823
TPX2	NEK2	942
KIF15	NEK2	823
AURKA	NEK2	829
CDKN3	NEK2	722
BUB1B	NEK2	999
MAD2L1	NEK2	999
NEIL3	NEK2	704
KIF23	NEK2	793
BUB1	NEK2	932
BIRC5	NEK2	940
CENPE	NEK2	834
KIF11	NEK2	959
NCAPH	NEK2	700
SLC39A9	SLC30A1	761
SLC30A9	SLC30A1	829
NR3C1	HSD11B1	852
CEACAM8	CR1	748
PRKAA1	PFKFB2	726
PRKAB2	PFKFB2	732
TIGAR	PFKFB2	969
PHAX	NUCKS1	788
MDM2	MDM4	999
RPS27A	MDM4	970
PPM1D	MDM4	749
ATM	MDM4	954
EIF2S1	PPP1R15B	875
EXOC8	PPP1R15B	772
MTIF2	MTRF1L	876
MRPL13	MTRF1L	731
MRPL33	MTRF1L	709
MRRF	MTRF1L	878
LEMD3	SYNE1	710
SYNE2	SYNE1	966
SYNE3	SYNE1	936
CENPF	KIF14	959
KIF5B	KIF14	727
BUB1B	KIF14	878
MELK	KIF14	854
CEP135	KIF14	707
CKAP2L	KIF14	852
NCAPG	KIF14	924
CENPE	KIF14	851
SHCBP1	KIF14	738
BIRC5	KIF14	741
DLGAP5	KIF14	933
KIF11	KIF14	930
KIF23	KIF14	958
ARHGAP11A	KIF14	751
KIF15	KIF14	931
ANLN	KIF14	828
BUB1	KIF14	817
SMC4	KIF14	785
TPX2	KIF14	903
NEK2	KIF14	882
KIF18A	KIF14	945
SKA1	KIF14	732
NCAPH	KIF14	772
PLK4	KIF14	821
EXO1	KIF14	714
NLRP3	NEK7	999
EML4	NEK7	712
KNTC1	ASPM	931
CKAP2L	ASPM	883
MAD2L1	ASPM	812
SGO1	ASPM	734
BIRC5	ASPM	879
CENPF	ASPM	987
E2F7	ASPM	724
PLK4	ASPM	812
NCAPG	ASPM	972
BUB1	ASPM	976
KIF14	ASPM	963
SMC4	ASPM	809
BUB1B	ASPM	974
EXO1	ASPM	848
MCPH1	ASPM	988
CENPE	ASPM	981
DLGAP5	ASPM	994
ARHGAP11A	ASPM	809
SPC25	ASPM	852
CEP135	ASPM	718
TPX2	ASPM	949
ANLN	ASPM	900
KIF11	ASPM	989
KNL1	ASPM	755
NCAPH	ASPM	862
MELK	ASPM	946
KIF15	ASPM	971
DTL	ASPM	848
AURKA	ASPM	930
KIF18A	ASPM	865
SMC2	ASPM	838
CDKN3	ASPM	854
NEK2	ASPM	916
KIF23	ASPM	987
RBMS2	CFH	716
PTX3	CFH	913
DGKE	CFH	773
CCNT1	CDC73	963
ERCC8	CDC73	805
ICE2	CDC73	906
H2AC17	CDC73	840
H3C13	CDC73	901
PHF6	CDC73	785
ERCC6	CDC73	983
H2BC12	CDC73	813
LEO1	CDC73	999
H2BC5	CDC73	812
CDK13	CDC73	798
H2AC11	CDC73	839
ICE1	CDC73	906
POLR2K	CDC73	919
H2AC8	CDC73	847
H4C11	CDC73	868
CCNT2	CDC73	937
H2BC4	CDC73	819
H4C6	CDC73	911
AFF4	CDC73	960
RPS27A	UCHL5	906
PSMA6	UCHL5	997
PSMC1	UCHL5	998
SMURF2	UCHL5	832
USP1	UCHL5	711
ECPAS	UCHL5	795
USP15	UCHL5	855
LYPLA1	PLA2G4A	730
GDPD1	PLA2G4A	780
PLA2G4A	PTGS2	962
FGF2	PTGS2	790
IL1B	PTGS2	974
KRAS	PTGS2	718
CYP4A11	PTGS2	918
NLRP3	PTGS2	707
PTGER2	PTGS2	712
CYP2U1	PTGS2	902
IL1A	PTGS2	823
EGFR	PTGS2	836
CASP8	PTGS2	700
PPARG	PTGS2	735
MAGOHB	TPR	743
NUP35	TPR	907
DYNC1H1	TPR	753
NUP98	TPR	994
AHCTF1	TPR	782
NUP133	TPR	910
MAD2L1	TPR	947
NUP43	TPR	892
NUP205	TPR	959
NUP155	TPR	939
NUP50	TPR	981
THOC2	TPR	914
RANBP2	TPR	990
H3C12	RNF2	878
BUB1B	RNF2	720
H4C6	RNF2	816
RBBP5	RNF2	945
H2AC8	RNF2	916
REST	RNF2	705
HCFC2	RNF2	728
UBE2E1	RNF2	824
NANOG	RNF2	760
BARD1	RNF2	980
PCGF5	RNF2	998
YAF2	RNF2	999
CSNK2A2	RNF2	920
H2AC20	RNF2	993
CSNK2A1	RNF2	911
H3C13	RNF2	865
SUZ12	RNF2	999
MGA	RNF2	966
ANAPC1	RNF2	900
H3-4	RNF2	811
BBS7	RNF2	813
SSPN	UTRN	968
CTNNAL1	UTRN	771
SNTB2	UTRN	990
RPS23	DHX9	918
SETX	DHX9	729
EIF2AK2	DHX9	808
MBNL1	DHX9	876
DNAJC8	DHX9	894
MTREX	DHX9	901
PRKDC	DHX9	740
PRPF4B	DHX9	833
DDX21	DHX9	908
RPL38	DHX9	915
HNRNPH1	DHX9	878
AGO2	DHX9	999
HNRNPA1	DHX9	964
TCERG1	DHX9	841
RPL18A	DHX9	906
RPS26	DHX9	923
MDM2	DHX9	772
DHX15	DHX9	715
NUFIP2	DHX9	828
WRN	DHX9	863
CCAR1	DHX9	851
RPL39	DHX9	906
RBM5	DHX9	895
CAPRIN1	DHX9	705
RBM39	DHX9	909
CEBPZ	LTV1	859
UTP6	LTV1	760
ESF1	LTV1	871
SDAD1	LTV1	921
KRR1	LTV1	994
DDX18	LTV1	707
MTREX	LTV1	754
UTP15	LTV1	712
UTP23	LTV1	784
GNL3L	LTV1	867
GTPBP4	LTV1	981
RSL24D1	LTV1	925
WDR12	LTV1	784
RPS2	LTV1	999
RPS3A	LTV1	981
WDR75	LTV1	786
DDX10	LTV1	861
SRFBP1	LTV1	724
TWISTNB	LTV1	799
UTP20	LTV1	805
MRPS10	LTV1	814
ABCE1	LTV1	801
MAK16	LTV1	949
RIOK2	LTV1	999
WDR3	LTV1	791
RPS27L	LTV1	731
RRP15	LTV1	862
DHX15	LTV1	889
RPS27A	LTV1	915
RPS23	LTV1	965
PEX13	PEX3	994
APOB	PEX3	720
PEX11A	PEX3	863
PEX1	PEX3	867
AGPS	PEX3	857
PPM1A	HIVEP2	704
PHF3	CEP350	784
CEP135	CEP350	749
FGFR1OP	CEP350	977
SBF2	ADGRG6	714
CYP46A1	SOAT1	895
STS	SOAT1	823
RRAS2	RASAL2	716
KRAS	RASAL2	773
APC	CACYBP	900
RNF41	CACYBP	788
HSP90AA1	CACYBP	863
CNOT1	RC3H1	935
AGO2	RC3H1	791
NUFIP2	RC3H1	881
GOLGA5	BLZF1	731
RAB2A	BLZF1	993
ACBD3	BLZF1	898
RRM2B	NME7	760
KIF23	NME7	762
MNS1	NME7	817
PPP4R2	TIPRL	822
NEMF	HBS1L	790
RPS2	HBS1L	900
RPL38	HBS1L	906
RPL15	HBS1L	870
RPL21	HBS1L	859
RPS26	HBS1L	894
RPL39	HBS1L	868
RPL37	HBS1L	859
RPL27A	HBS1L	888
MRRF	HBS1L	707
UPF2	HBS1L	914
RPL12	HBS1L	835
RPS3A	HBS1L	898
ABCE1	HBS1L	959
RPS27A	HBS1L	882
RPL7	HBS1L	868
XRN1	HBS1L	776
RPL18A	HBS1L	876
RPL4	HBS1L	872
RPS23	HBS1L	927
RPL22	HBS1L	861
HCFC2	POU2F1	841
NR3C1	POU2F1	803
ATXN7	TADA1	998
ENTPD4	UCK2	908
EIF2S1	ATF6	923
CANX	ATF6	863
HSPA4	ATF6	718
SEL1L	ATF6	849
EIF2AK2	ATF6	911
TAF13	MED23	805
GTF2H1	MED23	840
H3C13	MED23	838
H4C6	MED23	803
MED21	MED23	998
GTF2F2	MED23	848
CDK7	MED23	850
QKI	MED23	994
MED1	MED23	999
MNAT1	MED23	838
GTF2H2	MED23	852
H4C11	MED23	800
POLR2K	MED23	816
MED13L	MED23	978
SPTBN1	EPB41L2	832
RBPJ	L3MBTL3	779
LHCGR	HSF2	764
RHOQ	GOPC	997
CSNK2A2	GOPC	716
CCDC6	GOPC	735
ASTN2	KPNA5	805
MIPOL1	KPNA5	782
KIAA1328	KPNA5	769
NUP50	KPNA5	875
CSE1L	KPNA5	757
SPOPL	KPNA5	772
RANBP2	KPNA5	713
IPO5	KPNA5	750
WDPCP	KPNA5	782
TBC1D8B	KPNA5	766
USP12	ZUP1	938
ZNF44	ZUP1	855
RPS27A	ZUP1	948
USP9X	ZUP1	747
USP15	ZUP1	762
USP17L2	ZUP1	911
ZNF569	ZUP1	858
RNF168	ZUP1	728
MDM2	ZUP1	721
UCHL5	ZUP1	800
YOD1	ZUP1	898
USP1	ZUP1	912
OTUD6B	ZUP1	921
KIF14	MKI67	894
AURKA	MKI67	850
KIF11	MKI67	931
NEK2	MKI67	851
BUB1	MKI67	963
KIF15	MKI67	935
CLSPN	MKI67	723
GTPBP10	MKI67	840
DLGAP5	MKI67	902
BUB1B	MKI67	932
ANLN	MKI67	745
CENPE	MKI67	921
TPX2	MKI67	954
SHCBP1	MKI67	743
ASPM	MKI67	962
NCAPG	MKI67	908
NCAPH	MKI67	700
CDKN3	MKI67	707
KIF23	MKI67	880
BIRC5	MKI67	939
CENPF	MKI67	979
ARHGAP11A	MKI67	812
MELK	MKI67	911
CEP170	TUBE1	762
SASS6	TUBE1	719
MTDH	BCCIP	945
CCNT1	BCCIP	910
MNAT1	BCCIP	915
CCNT2	BCCIP	909
CDK13	BCCIP	729
CDK7	BCCIP	917
DHX15	BCCIP	727
METTL25	EEF1AKMT2	800
EEF1A1	EEF1AKMT2	887
METTL21A	EEF1AKMT2	761
RARS1	OAT	843
POLR1A	OAT	855
ASNSD1	OAT	777
KNTC1	BUB3	705
SGO1	BUB3	859
NUP98	BUB3	823
CLASP2	BUB3	724
ANAPC1	BUB3	951
ZWILCH	BUB3	890
CENPE	BUB3	935
ZW10	BUB3	931
KIF18A	BUB3	721
BUB1B	BUB3	999
KNL1	BUB3	996
CENPC	BUB3	828
TAOK1	BUB3	731
CENPF	BUB3	765
BUB1	BUB3	999
NEK2	BUB3	717
SGO2	BUB3	728
MAD2L1	BUB3	999
PIK3CA	PIP5K1A	934
ROCK2	PIP5K1A	905
SYNJ2	PIP5K1A	930
VCL	PIP5K1A	907
PIK3C2A	PIP5K1A	920
PI4K2B	PIP5K1A	943
GABPA	GABPB2	882
RBM39	CDC40	900
CCAR1	CDC40	817
PPWD1	CDC40	976
SNRNP48	CDC40	715
SDE2	CDC40	980
MTREX	CDC40	863
CWF19L2	CDC40	998
DHX33	CDC40	818
DNAJC8	CDC40	809
PRPF4B	CDC40	853
MAGOHB	CDC40	920
GCFC2	CDC40	829
DHX15	CDC40	999
DHX9	CDC40	898
SNRPA1	CDC40	999
RBM5	CDC40	822
SRSF6	CDC40	843
AQR	CDC40	999
SF3B1	CDC40	981
TCERG1	CDC40	866
SNRNP40	CDC40	999
SPATA5	AFG1L	984
EPRS1	QRSL1	962
NARS2	QRSL1	980
NARS1	QRSL1	976
RIOK2	QRSL1	755
PPAT	QRSL1	700
SEC23A	SEC23IP	888
H1-4	H2BC21	818
SMC2	H2BC21	738
ATM	H2BC21	745
H3-4	H2BC21	999
TAF1B	H2BC21	705
POU2F1	H2BC21	730
H2AC11	H2BC21	972
H2AC20	H2BC21	999
H3C12	H2BC21	999
ATXN7	H2BC21	858
H2BC12	H2BC21	929
NPM1	H2BC21	829
H4C6	H2BC21	999
H1-3	H2BC21	822
H2BC4	H2BC21	977
ARID2	H2BC21	862
NCOR1	H2BC21	788
KMT2C	H2BC21	720
MORF4L1	H2BC21	704
H1-5	H2BC21	982
BARD1	H2BC21	978
H1-1	H2BC21	987
H3C13	H2BC21	999
PRKDC	H2BC21	831
RBBP5	H2BC21	827
H2AC17	H2BC21	995
SUZ12	H2BC21	745
H1-2	H2BC21	928
H2BC7	H2BC21	946
H2AC8	H2BC21	998
H2AW	H2BC21	830
RNF2	H2BC21	771
RPS27A	H2BC21	985
SIRT1	H2BC21	859
SMARCA5	H2BC21	917
H2BC5	H2BC21	966
H4C11	H2BC21	970
RNF168	H2BC21	914
H2AC21	H2BC21	829
H2AC7	H2BC21	985
VRK1	H2BC21	955
H2AC14	H2BC21	817
GTF2F2	H3C14	827
CBX5	H3C14	955
POLR2K	H3C14	864
H2AC8	H3C14	981
CDK7	H3C14	806
H2AC21	H3C14	951
H3-4	H3C14	866
RPS27A	H3C14	943
GTF2H1	H3C14	827
H2BC21	H3C14	949
SUZ12	H3C14	874
H2BC7	H3C14	917
VRK1	H3C14	865
H2AC14	H3C14	941
H3C13	H3C14	931
MED21	H3C14	810
SPTY2D1	H3C14	909
H2AC11	H3C14	945
TNPO1	H3C14	903
H2BC5	H3C14	906
H2AC17	H3C14	975
H1-4	H3C14	893
LEO1	H3C14	876
MED1	H3C14	818
TRIM33	H3C14	908
TAF13	H3C14	807
MNAT1	H3C14	827
MED23	H3C14	800
SMARCA5	H3C14	940
GTF2H2	H3C14	821
H4C6	H3C14	979
KMT2C	H3C14	925
BPTF	H3C14	911
H4C11	H3C14	965
PYGO1	H3C14	909
H2BC12	H3C14	938
BARD1	H3C14	819
H3C12	H3C14	968
RBBP5	H3C14	952
CDC73	H3C14	857
H2AC20	H3C14	979
H2BC4	H3C14	917
ASCC1	ASCC3	999
PRPF3	ASCC3	761
MLH3	ASCC3	708
H4C6	H3C10	977
H2BC5	H3C10	740
H2BC21	H3C10	962
H2AC11	H3C10	890
H2BC12	H3C10	971
H3C14	H3C10	962
H4C11	H3C10	985
TNPO1	H3C10	903
CBX5	H3C10	941
BPTF	H3C10	907
H3-4	H3C10	880
POU5F1	H3C10	808
H3C13	H3C10	961
H1-4	H3C10	860
TRIM33	H3C10	908
PYGO1	H3C10	909
H2AC20	H3C10	941
ARID2	H3C10	800
H2AC17	H3C10	878
BARD1	H3C10	914
H3C12	H3C10	942
H2BC4	H3C10	958
RPS27A	H3C10	940
H2AC7	H3C10	955
H2BC7	H3C10	962
H2AC8	H3C10	993
RBSN	RAB11FIP2	799
HOOK3	FAM160B1	784
KLRD1	CD160	839
PTK2	ITGA10	827
LAMA4	ITGA10	733
LAMA3	ITGA10	725
ITGA1	ITGA10	956
LAMB1	ITGA10	817
LY96	MAP3K7	707
BIRC3	MAP3K7	942
PRKAB2	MAP3K7	917
CASP8	MAP3K7	747
PRKAA1	MAP3K7	966
REL	MAP3K7	733
ATM	MAP3K7	797
TADA1	MAP3K7	730
HSP90AA1	MAP3K7	752
TRAF5	MAP3K7	974
RPS27A	MAP3K7	776
TLR3	MAP3K7	992
NIPBL	SCAF11	730
RRP15	MDN1	723
WDR12	MDN1	994
SDAD1	MDN1	866
RSL24D1	MDN1	837
GTPBP4	MDN1	886
UTP20	MDN1	802
PA2G4	MDN1	828
KRAS	SHOC2	989
RRAS2	SHOC2	949
PPP1R15B	SHOC2	903
ABRAXAS2	BRCC3	999
NBN	BRCC3	710
BARD1	BRCC3	999
PSMA6	BRCC3	725
RNF2	BRCC3	924
ZUP1	BRCC3	712
RPS27A	BRCC3	797
ANAPC1	BRCC3	904
PSMC1	BRCC3	806
H2AC20	BRCC3	728
NLRP3	BRCC3	979
BUB1B	BRCC3	720
CMTR2	RNGTT	729
NUP50	RNGTT	728
GNB4	CNR1	725
STRN	SIKE1	998
FGFR1OP2	SIKE1	997
STRN3	SIKE1	999
PPP2R1B	SIKE1	994
TBK1	SIKE1	966
STRIP2	SIKE1	998
AFDN	NRAS	975
SPRED1	NRAS	870
KRAS	NRAS	944
GNB4	NRAS	710
PIK3CA	NRAS	995
RASGRF2	NRAS	929
SOS2	NRAS	966
NF1	NRAS	994
SHOC2	NRAS	987
EGFR	NRAS	991
EML4	NRAS	953
HSP90AA1	NRAS	817
PRKCE	NRAS	948
RASA1	NRAS	984
MTOR	NRAS	705
MET	NRAS	966
RAPGEF2	NRAS	925
RASAL2	NRAS	794
NPM1	NRAS	832
RASA2	NRAS	958
CWF19L2	BCAS2	944
SNRPA1	BCAS2	998
SF3B1	BCAS2	900
SDE2	BCAS2	830
PPWD1	BCAS2	837
TCERG1	BCAS2	903
DHX15	BCAS2	865
SNRNP40	BCAS2	999
AQR	BCAS2	999
MAGOHB	BCAS2	846
CDC40	BCAS2	999
MAGI3	PHTF1	767
RSBN1	PHTF1	872
GEMIN2	SYNCRIP	722
RPL4	SYNCRIP	867
EPRS1	SYNCRIP	999
DDX21	SYNCRIP	786
DHX15	SYNCRIP	819
MRPL13	SYNCRIP	972
HNRNPH1	SYNCRIP	948
GEMIN5	SYNCRIP	701
HNRNPA1	SYNCRIP	947
RPS26	SYNCRIP	771
EIF2S1	SYNCRIP	796
RPS3A	SYNCRIP	754
DHX9	SYNCRIP	995
PAIP1	SYNCRIP	987
GEMIN2	DDX20	999
AGO2	DDX20	999
PPP4R2	DDX20	807
GEMIN6	DDX20	999
PHAX	DDX20	899
TGS1	DDX20	719
GEMIN5	DDX20	999
XRCC2	SFR1	911
RAD51C	SFR1	918
RBBP6	UBE3D	969
NCOR1	RBM15	739
WTAP	RBM15	999
YTHDC2	RBM15	899
VIRMA	RBM15	999
ZCCHC4	RBM15	825
IGF2BP3	RBM15	717
SKA1	TTK	731
TPX2	TTK	935
ASPM	TTK	957
MELK	TTK	931
SPC25	TTK	878
CENPE	TTK	968
MAD2L1	TTK	995
AURKA	TTK	779
DLGAP5	TTK	977
SKA3	TTK	870
KIF18A	TTK	927
SGO1	TTK	837
ARHGAP11A	TTK	771
DTL	TTK	787
WDHD1	TTK	738
KIF15	TTK	961
FANCD2	TTK	700
NCAPH	TTK	886
MIS18BP1	TTK	844
FANCM	TTK	819
PLK4	TTK	880
BIRC5	TTK	936
RAD51AP1	TTK	838
KIF11	TTK	984
BUB1	TTK	999
ZWILCH	TTK	807
NCAPG	TTK	973
ERCC6L	TTK	805
CDKN3	TTK	849
KIF23	TTK	833
ANLN	TTK	704
EXO1	TTK	896
BUB1B	TTK	991
SMC2	TTK	733
CENPF	TTK	967
BUB3	TTK	913
NEK2	TTK	845
MKI67	TTK	865
KIF14	TTK	904
KNTC1	TTK	847
KNL1	TTK	774
MCM4	TTK	709
C17orf80	ATP5MD	849
MED21	TAF5	802
H4C6	TAF5	916
TAF13	TAF5	999
CDK7	TAF5	921
H3C14	TAF5	817
POLR2K	TAF5	911
H4C11	TAF5	814
ATXN7	TAF5	898
MED23	TAF5	824
GTF2H2	TAF5	983
GTF2H1	TAF5	912
MED1	TAF5	818
MAP3K7	TAF5	744
TBPL1	TAF5	708
TADA1	TAF5	977
H3C13	TAF5	848
MNAT1	TAF5	902
GTF2F2	TAF5	979
ANAPC1	PCGF6	903
PCGF5	PCGF6	969
RNF2	PCGF6	999
BUB1B	PCGF6	740
SUZ12	PCGF6	951
BARD1	PCGF6	901
YAF2	PCGF6	999
MGA	PCGF6	948
BRCC3	PCGF6	903
HNRNPH1	PTBP2	806
HNRNPA1	PTBP2	765
MORF4L1	PTBP2	725
QKI	PTBP2	755
RAD18	SLF2	924
NSMCE2	SLF2	883
SMC5	SLF2	967
SLF1	SLF2	999
SUZ12	MTF2	999
H3C12	MTF2	903
H3C13	MTF2	819
H4C11	CGAS	810
H3C12	CGAS	862
H2BC21	CGAS	700
TLR3	CGAS	711
TBK1	CGAS	922
H3C14	CGAS	812
H2AC20	CGAS	950
H2AC8	CGAS	905
H2BC12	CGAS	913
H3C10	CGAS	809
H3C13	CGAS	863
H4C6	CGAS	827
NLRP3	CGAS	722
SPOPL	GLMN	720
DTL	GLMN	769
ERCC8	GLMN	738
KLHL8	GLMN	720
KLHDC10	GLMN	765
NLRP3	GLMN	914
ZYG11B	GLMN	730
APPBP2	GLMN	760
UBA3	GLMN	745
PI4K2B	MTM1	718
PIKFYVE	MTM1	954
PIK3C3	MTM1	977
PIK3C2A	MTM1	799
TLR3	CHUK	880
CASP8	CHUK	950
MTOR	CHUK	973
H3C13	CHUK	852
ATM	CHUK	747
H3C12	CHUK	852
H3-4	CHUK	851
IL1B	CHUK	833
TBK1	CHUK	964
MAP3K7	CHUK	994
IL1A	CHUK	714
REL	CHUK	967
FOXO3	CHUK	957
EIF2AK2	CHUK	977
TRAF5	CHUK	959
SMAD2	CHUK	922
IKBIP	CHUK	835
BIRC3	CHUK	758
ERC1	CHUK	996
HSP90AA1	CHUK	992
HSPA4	CHUK	715
EIF2AK4	CHUK	905
MCM9	HFM1	711
MLH3	HFM1	746
DNA2	HFM1	707
ZNF292	ZNF644	802
HNRNPA1	FMR1	702
G3BP2	FMR1	843
DIAPH2	FMR1	744
RAMAC	FMR1	720
DDX20	FMR1	738
PURA	FMR1	986
CCAR1	FMR1	748
FXR1	FMR1	992
MAP1B	FMR1	957
NUFIP2	FMR1	993
MTDH	FMR1	774
CAPRIN1	FMR1	944
AGO2	FMR1	998
MBNL1	FMR1	747
MED1	GTF2B	956
PCF11	GTF2B	815
CCNT1	GTF2B	749
TBPL1	GTF2B	996
CDK7	GTF2B	987
GTF2F2	GTF2B	999
BDP1	GTF2B	745
MNAT1	GTF2B	981
MED23	GTF2B	936
GTF2H2	GTF2B	997
H4C6	GTF2B	879
TAF13	GTF2B	992
TAF5	GTF2B	990
SNAPC1	GTF2B	962
H4C11	GTF2B	840
CCNT2	GTF2B	800
H3C14	GTF2B	844
POLR2K	GTF2B	997
BTAF1	GTF2B	769
MED21	GTF2B	985
H3C13	GTF2B	905
GTF2H1	GTF2B	990
NDST3	HS2ST1	736
GLCE	HS2ST1	897
C1QL3	ADGRB3	833
RANBP2	ADGRB3	900
VIRMA	RBMX	794
HNRNPA1	RBMX	982
YTHDC2	RBMX	887
RBM15	RBMX	737
HNRNPH1	RBMX	955
LRPPRC	RBMX	701
IGF2BP3	RBMX	832
FMR1	RBMX	743
WTAP	RBMX	763
SRSF6	RBMX	744
MBNL1	RBMX	782
DHX9	RBMX	776
IMPG2	EYS	856
RP9	EYS	740
TOPORS	EYS	708
RPE65	EYS	774
PDE6A	EYS	814
PRPF3	EYS	725
CRX	EYS	719
WDR12	RPF1	992
RPL21	RPF1	865
MED1	RPF1	771
DDX10	RPF1	708
ESF1	RPF1	781
RPL18A	RPF1	924
RSL24D1	RPF1	991
RPL37	RPF1	847
UTP6	RPF1	752
RPL4	RPF1	886
